name,fclass,geometry
Bishop Dastan Secondary School,school,POINT (32.2851185 -0.3255243)
Bridge of Hope Primary School,school,POINT (32.2844178 -0.3223127)
Bumangi Nursery School,school,POINT (32.2400534 -0.3169359)
Bumangi Primary School,school,POINT (32.2413654 -0.3178587)
Busanga Nursery School,school,POINT (32.1948174 -0.3192483)
Busanga Primary School,school,POINT (32.1773745 -0.3200312)
Kasekulo Primary School,school,POINT (32.1846059 -0.2357581)
Kibanga Church of Uganda Primary School,school,POINT (32.2845216 -0.3238206)
Kinyamira Primary School,school,POINT (32.2813973 -0.3374656)
Kwewayo Fal School,school,POINT (32.310109 -0.328611)
Lake Victoria Education Centre,school,POINT (32.1936883 -0.3229154)
Lulamba Primary School,school,POINT (32.3218231 -0.1926955)
Mother's Union Nursery School,school,POINT (32.2842918 -0.32509)
Serena Primary School,school,POINT (32.310136 -0.3283939)
Sserwanga Lwanga Memorial Secondary School,school,POINT (32.238139 -0.3217666)
Ssese Agriculture Farm School,school,POINT (32.2956417 -0.3211284)
Victoria Nursery School,school,POINT (32.2974746 -0.3254257)
Mbuga Primary School,school,POINT (30.2869603 0.4858527)
Mother Care Nursery School,kindergarten,POINT (30.2496657 0.4900565)
Mujunju Primary School,school,POINT (30.2343908 0.4672335)
Ntanda Primary School,school,POINT (30.2681661 0.4855097)
Nyabubaare Primary School,school,POINT (30.3968845 0.4016504)
Nyabweya Nursery School Kinombe,kindergarten,POINT (30.2960865 0.4348705)
Nyabweya Primary School,school,POINT (30.2959073 0.4306108)
Nyabweya Secondary School,school,POINT (30.2951778 0.4299665)
Nyakatonzi Primary School,school,POINT (30.2497948 0.487069)
Nyaruhanga Primary School,school,POINT (30.2981567 0.417145)
Pere Archte Primary School,school,POINT (30.3184495 0.4710464)
Pere Archte Secondary School,school,POINT (30.3174867 0.4714544)
Rugaaga Primary School,school,POINT (30.2554614 0.3909074)
Rugembe Primary School,school,POINT (30.2950921 0.4644078)
Rusoona Primary School,school,POINT (30.2695874 0.4681315)
Rutooma B Primary School,school,POINT (30.303372 0.5270306)
Rwenkuba Primary School,school,POINT (30.3032347 0.4396278)
Rweteera Primary School,school,POINT (30.3292054 0.5164633)
Saint Andrew Nyamiseke Primary School,school,POINT (30.2406573 0.5092514)
Saint Bruno Nursery School,kindergarten,POINT (30.3107291 0.4451492)
Saint John's Nsongya Primary School,school,POINT (30.2499264 0.413112)
Saint Paul Primary School,school,POINT (30.242875 0.4103921)
Agulu Primary School,school,POINT (32.5458344 1.9649631)
Agweng Primary School,school,POINT (32.5970406 2.0204364)
Alpha Kindergarten Nursery School,school,POINT (32.6066183 2.0557778)
Amia Primary School,school,POINT (32.6820158 1.9686135)
Aminakile Theological College,school,POINT (32.6742903 2.0187846)
Apac Education Centre,school,POINT (32.5503771 2.0100874)
Apac High School,school,POINT (32.5342079 1.9468344)
Apac Modern Primary School,school,POINT (32.5410101 1.9837922)
Apac Parents Nursery School,school,POINT (32.5302306 2.001945)
Apac Pride Nursery School,school,POINT (32.527402 1.9853766)
Apac Primary School,school,POINT (32.527545 1.9848134)
Apac Secondary School,school,POINT (32.5271499 2.0247318)
Apac Technical School,school,POINT (32.5672913 1.981417)
Apac Vocational Institute,school,POINT (32.5252673 1.9855847)
Apire Primary School,school,POINT (32.678324 1.9996868)
Apire Seventh-day Adventist Primary School,school,POINT (32.6830719 2.0022099)
Arocha Primary School,school,POINT (32.5318644 1.9720715)
Atana Primary School,school,POINT (32.6169158 1.9742817)
Atar Primary School,school,POINT (32.5941397 2.0405024)
Atigolwok Primary School,school,POINT (32.5575618 2.0839956)
Atudu Primary School,school,POINT (32.5686013 1.9406383)
Awir Primary School,school,POINT (32.6044893 1.9767342)
Child Development Centre,school,POINT (32.5301261 1.9887877)
Christian Academy Nursery and Primary School,school,POINT (32.5314406 1.9882754)
Good Samaritan Nursery School,school,POINT (32.6195521 2.0174332)
Ibule Primary School,school,POINT (32.6462251 2.0879085)
Inomo Primary School,school,POINT (32.6794942 2.0737756)
Inomo Senior Secondary School,school,POINT (32.6434725 2.0574688)
Jingle Bell Nursery School,school,POINT (32.5429519 1.973719)
Maranatha Day and Boarding Primary School,school,POINT (32.5305659 2.0005765)
Mercy Nursery School,school,POINT (32.5350193 1.9833386)
Night Gale Nursery School,school,POINT (32.5433467 1.9880255)
Odohomach Primary School,school,POINT (32.5818838 1.9567771)
Olili Pioneer Nursery and Primary School,school,POINT (32.5754518 1.9801076)
Olili Primary School,school,POINT (32.563654 1.9822662)
Omer Primary School,school,POINT (32.6427509 2.0028658)
Ongicia Primary School,school,POINT (32.5997447 2.0830184)
Onywalonote Primary School,school,POINT (32.644432 2.0535242)
Owang Primary School,school,POINT (32.5266843 2.0226319)
Oyara Hall Nursery School,school,POINT (32.5629085 2.017258)
Reverence Gerion Odong's Vacation Technical School,school,POINT (32.5217231 1.9631989)
Rock Base Academy,school,POINT (32.5329921 1.9699886)
Saint Francis Secondary School,school,POINT (32.5323805 1.9752275)
Saint Jude Primary School,school,POINT (32.6038731 2.0100896)
SDA Day and Boarding Primary School,school,POINT (32.5366887 2.0059576)
Teachers' Resource Centre,school,POINT (32.5302015 1.9821368)
Technical School,school,POINT (32.5553278 1.9854639)
Too-Ipur Vocational School,school,POINT (32.5315105 1.9877686)
Absolom Primary School,school,POINT (30.917258 0.2454825)
Biguli Primary School,school,POINT (30.7994721 0.3417169)
Biguli Senior Secondary School,school,POINT (30.7999119 0.3424222)
Bitojo Primary School,school,POINT (30.8350774 0.3500698)
Bright Angels Primary School,school,POINT (30.8580796 0.3120177)
Buhembe Hillside Primary School,school,POINT (30.878534 0.3130233)
Equator Model Primary School,school,POINT (30.7691036 0.3309607)
Hill Land Primary School,school,POINT (30.8834368 0.300797)
Kabaraba Primary School,school,POINT (30.8999692 0.328393)
Kabogore Nursery School,kindergarten,POINT (30.9011301 0.192513)
Kabuye Model Nursery and Primary School,school,POINT (30.7675922 0.3017778)
Kajumbura Primary School,school,POINT (30.9262826 0.2365115)
Kararaba Primary School,school,POINT (30.8893124 0.3524091)
Karuhuma Primary School,school,POINT (30.8359053 0.3265554)
Karwenyi Primary School,school,POINT (30.9336602 0.2640681)
Kataraza Primary School,school,POINT (30.7846936 0.182794)
Kazinga Mother Care Primary School,school,POINT (30.8630531 0.3162675)
Kazinga Primary School,school,POINT (30.8532466 0.3111479)
Kazinga Secondary School,school,POINT (30.8554637 0.3148778)
Kazinga Town Primary School,school,POINT (30.8515898 0.3220467)
Kirinda Nursery and Primary School,school,POINT (30.8043956 0.3315202)
Kirinda Parents Primary School,school,POINT (30.8154249 0.32495)
Kyanyangoma Nursery School,kindergarten,POINT (30.9285182 0.2801922)
Magondo Primary School,school,POINT (30.9035415 0.1764894)
Oxford Modern Primary School,school,POINT (30.7954478 0.3414511)
Primary School,school,POINT (30.7660986 0.1795828)
Ruhangire Primary School,school,POINT (30.9211255 0.3232079)
Rwabihera Nursery School,kindergarten,POINT (30.8992304 0.1943104)
Rwebishahi Primary School,school,POINT (30.7769958 0.3061142)
Rwentuha Progressive Primary School,school,POINT (30.8946028 0.3067896)
Stadolf Academy Primary School,school,POINT (30.8716327 0.3480854)
Saint Joseph Primary School,school,POINT (30.9260115 0.2644519)
Saint Joseph Secondary School,school,POINT (30.9325334 0.2708633)
Saint Mary's Primary School,school,POINT (30.8679856 0.176116)
Three Stars Primary School Mosque,school,POINT (30.9363157 0.3497787)
Top Standard Academy,school,POINT (30.9132794 0.2381004)
Visionary Parents Primary School,school,POINT (30.771075 0.309029)
Agurur Ii Primary School,school,POINT (33.7538232 1.2115477)
Boliiso II Primary School,school,POINT (33.8471709 1.2098989)
Bubulanga Primary School,school,POINT (33.7719735 1.0642823)
Budukulo Nursery School,kindergarten,POINT (33.877193 1.1011621)
Bukomolo Nursery School,kindergarten,POINT (33.9226759 1.1585984)
Bukunama Nursery School,kindergarten,POINT (33.786906 1.0966828)
Buseta Primary School,school,POINT (33.7518418 1.08618)
Butebo Primary School,school,POINT (33.9018303 1.1955198)
Butebo Senior Secondary School,school,POINT (33.9027811 1.1957047)
Christian John Primary School,school,POINT (33.7737632 1.1550072)
Church of God Primary School,school,POINT (33.8479103 1.2111086)
Global Integrated Primary School,school,POINT (33.903964 1.1125746)
God Can Primary School,school,POINT (33.7831739 1.2111483)
God's Gift Primary School,school,POINT (33.8983779 1.1000091)
Goligoli Primary School,school,POINT (33.8696979 1.1328189)
Goligoli Vocational Institution,school,POINT (33.8681326 1.133068)
Good Hope Nursery School,kindergarten,POINT (33.8800697 1.1385892)
Good Hope Primary School,school,POINT (33.8652419 1.104342)
Hossana Nursery and Primary School,school,POINT (33.8175248 1.1615237)
J. Rainer Modern Secondary School,school,POINT (33.8663435 1.1642006)
Kagongo Muslim Primary School,school,POINT (33.8086074 1.1640732)
Kaguya Sky Light Nursery and Primary School,school,POINT (33.8190124 1.2047778)
Kakusi Community Primary School,school,POINT (33.7532842 1.1908806)
Kakutu Primary School,school,POINT (33.9149024 1.1202148)
Kalero Nursery School,kindergarten,POINT (33.8947432 1.2259575)
Kamuge High School,school,POINT (33.8059214 1.1505305)
Kamuge Olinga Primary School,school,POINT (33.8084682 1.2187317)
Kamuge Seventh-day Adventist Secondary School,school,POINT (33.8082481 1.1618233)
Kangalaba Nursery School,kindergarten,POINT (33.8916949 1.1336282)
Kasyebai Primary School,school,POINT (33.9222069 1.2122877)
Kasyebai Primary School,school,POINT (33.9093882 1.2248906)
Kibale Primary School,school,POINT (33.7763131 1.2193401)
Kibale Senior Secondary School,school,POINT (33.7896106 1.2133652)
Kiswapa Nursery School,kindergarten,POINT (33.8390897 1.0889117)
Kituti Joy Parents' Primary School,school,POINT (33.7746973 1.061631)
Lady Grace Nursery & Primary School,school,POINT (33.7771474 1.2075143)
Lyama New Apostolic Primary School,school,POINT (33.8828933 1.0705743)
Lyama Primary School,school,POINT (33.8904236 1.0806687)
Lyama Primary School,school,POINT (33.895759 1.0857093)
Matakokore Primary School,school,POINT (33.8953826 1.2046115)
Midiri Primary School,school,POINT (33.7537757 1.0803336)
Nabulanghangha Primary School,school,POINT (33.8434466 1.1487336)
Nabuli Primary School,school,POINT (33.8241773 1.1044032)
Nankokoli Nursery School,kindergarten,POINT (33.8400115 1.1086858)
New Hope Nursery & Primary School,school,POINT (33.7757008 1.1479567)
Odepai Primary School,school,POINT (33.7915375 1.1583068)
Omatakojo Primary School,school,POINT (33.7514225 1.2237999)
Opogono Primary School,school,POINT (33.7940649 1.1945067)
Parent Hope Nursery and Primary School,school,POINT (33.8935765 1.1754202)
Primary School,school,POINT (33.8132331 1.1967581)
Primary School,school,POINT (33.8560339 1.2199607)
Pulaka Community Child Fund CCF,school,POINT (33.9151516 1.1415936)
Pulaka Primary School,school,POINT (33.9144675 1.1407989)
Rainer Primary School,school,POINT (33.8820211 1.138392)
Saint George Nursery and Primary School,school,POINT (33.8466014 1.170789)
Saint John Primary School,school,POINT (33.8542631 1.2027509)
Saint Jude Primary School,school,POINT (33.7560313 1.0777217)
Saint Margaret Grant Nursery and Primary School,school,POINT (33.9094966 1.1738172)
Saint Paul High School,school,POINT (33.9260223 1.1850315)
Saint Regina Secondary School,school,POINT (33.7505187 1.1887641)
Step By Step Primary School,school,POINT (33.8118533 1.0764313)
Victory Parents' Nursery and Primary School,school,POINT (33.8695238 1.1935752)
Yesu Afaayo Jubilee Christian Primary School,school,POINT (33.881687 1.135863)
Bright Angel Nursery School,kindergarten,POINT (30.9412995 0.5109556)
Bugido Primary School,school,POINT (30.9586105 0.352892)
Bujubuli Vocational Secondary School,school,POINT (31.0791694 0.3554151)
Homelight Primary School,school,POINT (30.952954 0.5259812)
Humura Primary School,school,POINT (31.0487178 0.4864202)
Humura Secondary School,school,POINT (31.0341454 0.4872695)
Isanga Primary School,school,POINT (31.0415608 0.4274796)
Kabweeza Primary School,school,POINT (31.0773268 0.4429353)
Kakasoro Modern Primary School,school,POINT (31.0821888 0.5145928)
Kakindo Primary School,school,POINT (30.9431474 0.3553746)
Kako Primary School,school,POINT (31.0706729 0.484053)
Kakoni Primary School,school,POINT (31.0464116 0.3591716)
Katamba Primary School,school,POINT (30.9747095 0.4709496)
Kazizi Nursery School,kindergarten,POINT (30.9575686 0.4720971)
Kibira Memorial Nursery School,kindergarten,POINT (31.0367612 0.4657839)
Kicumu Primary School,school,POINT (30.9969773 0.5103031)
King Solomon's College Kyatega,school,POINT (30.9914775 0.5064862)
Kinyinya Primary School,school,POINT (31.0170544 0.4396225)
Kisambya Primary School,school,POINT (31.0023553 0.417008)
Kyaka Islamic Primary School,school,POINT (31.0639475 0.4873147)
Kyaka Parents Primary School,school,POINT (31.0551586 0.4791098)
Kyaka Senior School,school,POINT (31.0531011 0.4852908)
Kyakikoyo Nursery School,kindergarten,POINT (31.005223 0.3945249)
Kyamagabu Nursery School,kindergarten,POINT (31.0455988 0.3977483)
Kyamagabu Primary School,school,POINT (31.0537269 0.3953601)
Kyegegwa Junior School,school,POINT (31.0577029 0.4833519)
Kyesega Primary School,school,POINT (31.0194212 0.4388374)
Living Water Nursery School,kindergarten,POINT (31.0922226 0.4816353)
Mpara Primary School,school,POINT (30.9757386 0.3750303)
Mpara Primary School,school,POINT (30.9874725 0.3964052)
Mpara Secondary School,school,POINT (30.9789873 0.3782383)
Nkanja Primary School,school,POINT (31.0800984 0.3849427)
Nyabitinda Primary School,school,POINT (30.9971182 0.4734423)
Nyakasaka Primary School,school,POINT (30.9637269 0.3911765)
Nyakatoma Parents Primary School,school,POINT (30.9429707 0.4101542)
Nyamwambu Parents Primary School,school,POINT (30.9988575 0.4566768)
Primary School,school,POINT (31.0162877 0.3765015)
Saint Francis Technical School,school,POINT (31.0446973 0.463937)
Saint John Junior Academy Nursery and Primary School,school,POINT (31.0818403 0.4424907)
Saint Maria Goreti Nursery School,kindergarten,POINT (31.0871193 0.4676006)
Saint Thomas Junior Nursery School,kindergarten,POINT (31.047767 0.4991141)
Wekomire Primary School,school,POINT (31.0456377 0.4623462)
Wekomire Secondary School,school,POINT (31.0436513 0.4632922)
Bwamuseeta Primary School,school,POINT (31.0554204 0.1789703)
Kabani Primary School,school,POINT (30.9923337 0.3313177)
Kakinga Parents Primary School,school,POINT (31.020441 0.1867139)
Katarubata Primary School,school,POINT (30.9405397 0.2555665)
Kiburara Primary School,school,POINT (30.9693506 0.3041539)
Kijongobya Modern Primary School,school,POINT (31.0133781 0.302417)
Kijongobya Secondary School,school,POINT (31.0211179 0.3064533)
Kijwajwa Nursery School,kindergarten,POINT (30.9496139 0.2679304)
Kinoni Parents Primary School,school,POINT (31.0725875 0.1760017)
Kiremba Nursery School,kindergarten,POINT (30.9537653 0.2941039)
Lubaale Primary School,school,POINT (31.0527898 0.191629)
Makara Primary School,school,POINT (31.069187 0.2978305)
Mirembe Parents School,school,POINT (31.044318 0.2724752)
Njalwe Primary School,school,POINT (31.1123691 0.2018057)
Ruterwa Primary School,school,POINT (30.9793871 0.2285284)
Green Land Parents Primary School,school,POINT (32.3473379 1.5739893)
Irimba Primary School,school,POINT (32.4611838 1.5053635)
Kabira Primary School,school,POINT (32.5027491 1.4589627)
Kalinda Church of Uganda Primary School,school,POINT (32.3612379 1.5374358)
Kamabala Parents Primary School,school,POINT (32.4788005 1.4761005)
Kansiira Roman Catholic Primary School,school,POINT (32.3503948 1.5726695)
Katebe Primary School,school,POINT (32.3777903 1.4309694)
Kigingo Chance Primary School,school,POINT (32.4415672 1.5410411)
Kikalaganya Primary School,school,POINT (32.4496853 1.5393243)
Kisaalizi Primary School,school,POINT (32.4522497 1.5299977)
Kisaalizi Secondary School,school,POINT (32.452591 1.5309839)
Kiwembi Parents Primary School,school,POINT (32.4639335 1.511478)
Kyambogo Primary School,school,POINT (32.4134221 1.4983481)
Kyawakatta Primary School,school,POINT (32.4418763 1.5168793)
